source,reference,translation
"And great hail, every stone about the weight of a talent, cometh down out of heaven upon men: and men blasphemed God because of the plague of the hail; for the plague thereof is exceeding great.","(“Masdan ninyo, ako'y dumarating na gaya ng magnanakaw. Mapalad ang nananatiling gising at nakadamit, upang siya'y hindi lumakad na hubad at makita ang kanyang kahihiyan.”)","At bumaba mula sa langit ang malaking baha, ang bawat bato na may timbang na isang talento, sa mga tao; at ang mga tao ay naghimagsik sa Diyos dahil sa pinsala ng baha, sapagkat napakalaking pinsala nito."
"I beseech you, brethren, become as I am , for I also am become as ye are . Ye did me no wrong:","Mga kapatid, nakikiusap ako sa inyo, kayo'y maging kagaya ko, sapagkat ako'y naging katulad din ninyo. Wala kayong ginawang masama sa akin.","Pinapayagan ko kayo, mga kapatid, na maging gaya ko, sapagkat ako rin ay naging gaya ninyo. Wala kayong ginawa sa akin na masama."
"Obey them that have the rule over you, and submit to them : for they watch in behalf of your souls, as they that shall give account; that they may do this with joy, and not with grief: for this were unprofitable for you.","Sumunod kayo at pasakop sa mga namumuno sa inyo, sapagkat sila'y matamang nagbabantay alang-alang sa inyong mga kaluluwa bilang mga mananagot. Hayaang gampanan nila ito na may kagalakan at hindi nang may hapis, sapagkat kung ganito'y hindi ito magiging kapaki-pakinabang sa inyo.","Magpasakop kayo sa mga may kapangyarihan sa inyo, at magpasakop kayo sa kanila. Sapagka't sila'y nagbabantay para sa inyong mga kaluluwa, na sila'y magbibigay ng ulat; upang gawin nila ito na may kagalakan, at hindi sa paghihirap; sapagkat ito'y walang kapakinabangan sa inyo."
it was winter; and Jesus was walking in the temple in Solomon’s porch.,at naglalakad si Jesus sa templo sa portiko ni Solomon.,"Ito'y panahon ng taglamig, at si Jesus ay naglalakad sa templo sa portiko ni Solomon."
"saying, This man persuadeth men to worship God contrary to the law.","Kanilang sinabi, “Hinihikayat ng taong ito ang mga tao na sumamba sa Diyos laban sa kautusan.”","Sinabi nila, ""Ang taong ito ay nagpapasigla sa mga tao na sumamba sa Diyos sa isang paraan na hindi ayon sa kautusan""."
"For out of the heart come forth evil thoughts, murders, adulteries, fornications, thefts, false witness, railings:","Sapagkat nagmumula sa puso ang masasamang pag-iisip, pagpatay, pangangalunya, pakikiapid, pagnanakaw, pagsaksi sa kasinungalingan, at paglapastangan.","Sapagka't mula sa puso ay nagmumula ang mga masasamang pag-iisip, pagpatay, pag-aasawa, pag-aasawa, pagnanakaw, katiwalian ng kasinungalingan, pag-aalinlang."
"For unto this end was the gospel preached even to the dead, that they might be judged indeed according to men in the flesh, but live according to God in the spirit.","Sapagkat ito ang dahilan kung bakit ang ebanghelyo ay ipinangaral maging sa mga patay, upang bagaman sila'y nahatulan sa laman na gaya ng mga tao, ay mabubuhay sila sa espiritu tulad ng Diyos.","Sapagka't sa layunin na ito ay ipinangaral ang Ebanghelyo kahit sa mga patay, upang sila'y talagang husgahan ayon sa mga tao sa laman, ngunit mabuhay ayon sa Diyos sa espiritu."
"When therefore they were come together here, I made no delay, but on the next day sat on the judgment-seat, and commanded the man to be brought.","Kaya't nang sila'y magkatipon dito, hindi ako nagpaliban kundi nang sumunod na araw ay umupo ako sa hukuman at iniutos kong iharap ang tao.","Kaya't nang sila'y magtigil dito, hindi ako nagtagal, kundi sa susunod na araw ay nakaupo ako sa hukmanan at nagsugo na dadalhin ang tao."
"And Agrippa said unto Paul, With but little persuasion thou wouldest fain make me a Christian.","At sinabi ni Agripa kay Pablo, “Sa maikling panahon ay hinihikayat mo akong maging Cristiano!”","Sinabi ni Agripa kay Pablo, ""Sa isang maliit na paniniwala, nais mo akong maging Kristiyano""."
"Now from the fig tree learn her parable: when her branch is now become tender, and putteth forth its leaves, ye know that the summer is nigh;","“Sa puno nga ng igos ay pag-aralan ninyo ang talinghaga: kapag nananariwa ang kanyang sanga, at sumusupling ang mga dahon, ay nalalaman ninyo na malapit na ang tag-araw.","Ngayon ay turuan ninyo ang pangyayaring ito mula sa puno ng igos. Kapag ang sangay nito ay naging maluwag at nagbunga ng mga dahon, alam ninyo na malapit na ang tag-init."
"doing nothing through faction or through vainglory, but in lowliness of mind each counting other better than himself;","Huwag ninyong gawin ang anuman sa pagpapaligsahan o pagmamataas, kundi sa kababaan, ituring na ang iba ay higit na mabuti kaysa inyong sarili.","Hindi ninyo ginagawa ang anumang bagay sa pamamagitan ng paghihiwalay o sa pamamagitan ng pagpapahayag, kundi sa pamamagitan ng pagpapakumbaba ng isipan, isa't isa ay itinuturing na mas mahusay sa kanyang sarili;"
Thou art a priest for ever);,‘Ikaw ay pari magpakailanman.’”,Ikaw ay isang pari magpakailanman;
"And when the ruler of the feast tasted the water now become wine, and knew not whence it was (but the servants that had drawn the water knew), the ruler of the feast calleth the bridegroom,","Nang matikman ng pinuno ng handaan ang tubig na naging alak, at hindi niya alam kung saan ito nanggaling (subalit nalalaman ng mga lingkod na kumuha ng tubig), tinawag ng pinuno ng handaan ang lalaking bagong kasal.","At nang masubukan ng may-ari ng pista ang tubig na naging alak, at hindi niya alam kung saan ito nagmula (nguni't alam ng mga alipin na nagkukot ng tubig), tinawag ng may-ari ng pista ang kasintahan,"
He hath showed strength with his arm;,Siya'y nagpakita ng lakas sa pamamagitan ng kanyang bisig;,Ipinakita niya ang lakas ng kanyang kamay.
"Paul and Timothy, servants of Christ Jesus, to all the saints in Christ Jesus that are at Philippi, with the bishops and deacons:","Si Pablo at si Timoteo, na mga alipin ni Cristo Jesus, sa lahat ng mga banal kay Cristo Jesus na nasa Filipos, kasama ang mga obispo at ang mga diakono:","Sila Pablo at Timoteo, mga alipin ni Cristo Jesus, sa lahat ng mga banal sa Kristo Jesus na nasa Filipos, kasama ang mga obispo at mga diakon:"
"For ye have brought hither these men, who are neither robbers of temples nor blasphemers of our goddess.","Nang mapatahimik na ng kalihim ng bayan ang maraming tao, ay kanyang sinabi, “Mga lalaking taga-Efeso, sino sa mga tao ang hindi nakakaalam na ang lunsod ng mga taga-Efeso ay tagapag-ingat ng templo ng dakilang Artemis, at ng banal na batong nahulog mula sa langit?","Sapagka't isinasagawa ninyo rito ang mga taong ito, na hindi mga mannanakaw ng mga templo o mga nagsisigaw sa ating diyosa."
"Now when certain days were passed, Agrippa the king and Bernice arrived at Cæsarea, and saluted Festus.","Nang makaraan ang ilang araw, si Haring Agripa at si Bernice ay dumating sa Cesarea upang batiin si Festo.","Pagkatapos ng ilang araw, dumating ang hari na si Agripa at si Bernice sa Cesarea at nagpaalam kay Festo."
"And he said unto them, How is it that ye sought me? knew ye not that I must be in my Father’s house?","Sinabi niya sa kanila, “Bakit ninyo ako hinahanap? Hindi ba ninyo nalalaman na dapat ay nasa bahay ako ng aking Ama?”","At sinabi niya sa kanila, Bakit ninyo ako hinahanap? Hindi ninyo alam na dapat ako'y nasa bahay ng aking Ama?"
"and they sing as it were a new song before the throne, and before the four living creatures and the elders: and no man could learn the song save the hundred and forty and four thousand, even they that had been purchased out of the earth.","At sila'y nag-aawitan ng isang bagong awit sa harapan ng trono, at sa harapan ng apat na nilalang na buháy at ng matatanda. Walang sinumang natuto ng awit na iyon kundi ang isandaan at apatnapu't apat na libo lamang, na tinubos mula sa lupa.","At sila'y nagkanta ng parang isang bagong awit sa harap ng trono at sa harap ng apat na mabubuhay na mga nilalang at ng mga matatanda; at walang sinuman ang nakapag-aral ng awit maliban sa isang daang apatnapulo't apat na libong tao, ang mga binili mula sa lupa."
"as knowing this, that law is not made for a righteous man, but for the lawless and unruly, for the ungodly and sinners, for the unholy and profane, for murderers of fathers and murderers of mothers, for manslayers,","Ito ay nangangahulugang nauunawaan na ang kautusan ay hindi ginawa para sa taong matuwid, kundi para sa mga walang kinikilalang batas at mapaghimagsik, para sa masasama at mga makasalanan, para sa mga hindi banal at lapastangan, para sa mga pumapatay sa ama at sa ina, para sa mga mamamatay-tao,","Alamin natin na ang kautusan ay hindi ginawa para sa taong matuwid, kundi para sa mga taong walang kautusan at hindi nakakasunod sa kautusan, para sa mga di diyos at makasalanan, para sa mga hindi banal at hindi banal, para sa mga mamamatay ng mga ama, para sa mga mamamatay ng mga ina, para sa mga mamamatay ng tao,"
"The officers therefore came to the chief priests and Pharisees; and they said unto them, Why did ye not bring him?","Bumalik ang mga kawal sa mga punong pari at sa mga Fariseo, at sinabi ng mga ito sa kanila, “Bakit hindi ninyo siya dinakip?”","Kaya't ang mga tagapaglingkod ay nagpunta sa mga punong pari at mga Pariseo, at sinabi nila sa kanila, ""Bakit hindi ninyo siya dinala?"""
The Lord be with thy spirit. Grace be with you.,Ang Panginoon nawa'y sumainyong espiritu. Sumainyo nawa ang biyaya.,Ang Panginoon ay maging sa iyong espiritu. Ang biyaya ay maging sa iyo.
"If therefore they shall say unto you, Behold, he is in the wilderness; go not forth: Behold, he is in the inner chambers; believe it not.","Kaya, kung sasabihin nila sa inyo, ‘Tingnan ninyo, siya'y nasa ilang,’ huwag kayong lumabas. ‘Tingnan ninyo, siya'y nasa mga silid,’ huwag ninyong paniwalaan.","Kaya't kung sabihin nila sa inyo, 'Narito siya sa ilang, huwag kayong lumabas; narito siya sa loob ng mga silid; huwag kayong maniwala."
The same was made the head of the corner;,ay siyang naging batong panulukan.,Ito rin ang ginawa na ulo ng sulok;
"Him God raised up the third day, and gave him to be made manifest,",Sa ami'y ipinagbilin niya na mangaral sa mga tao at sumaksi na siya ang itinalaga ng Diyos na maging hukom ng mga buháy at ng mga patay.,"Siya'y binuhay ng Diyos sa ikatlong araw, at binigyan siyang ipakilala,"
"For if the casting away of them is the reconciling of the world, what shall the receiving of them be , but life from the dead?","Sinasabi ko nga, natisod ba sila upang mahulog? Huwag nawang mangyari. Subalit sa pagkahulog nila'y dumating ang kaligtasan sa mga Hentil, upang pukawin sila sa paninibugho.","Sapagka't kung ang kanilang pagtanggi ay pagpapahintulot ng sanlibutan, ano ang kanilang pagtanggap kundi buhay mula sa mga patay?"
"whom I have sent unto you for this very purpose, that ye may know our state, and that he may comfort your hearts;","Siya ang aking sinugo sa inyo ukol sa bagay na ito, upang malaman ninyo ang aming kalagayan, at upang kanyang pasiglahin ang inyong mga puso;","Siya'y ipinadala ko sa inyo para malaman ninyo ang aming kalagayan, at upang liligawan niya ang inyong mga puso."
"And I saw an angel coming down out of heaven, having the key of the abyss and a great chain in his hand.","At nakita ko ang isang anghel na nananaog mula sa langit, na hawak sa kanyang kamay ang susi ng di-matarok na kalaliman at ang isang malaking tanikala.","At nakita ko ang isang anghel na bumababa mula sa langit, na may susi ng abyss at isang malaking kadena sa kanyang kamay."
"And being moved with compassion, he stretched forth his hand, and touched him, and saith unto him, I will; be thou made clean.","Dahil sa awa, iniunat ni Jesus ang kanyang kamay, hinipo ang ketongin at sinabi sa kanya, “Gusto ko, maging malinis ka.”","Kaya't siya'y nalulungkot, at inunat ang kaniyang kamay, at hinikap siya, at sinabi sa kanya, Gusto ko, maging malinis ka."
"And the great city was divided into three parts, and the cities of the nations fell: and Babylon the great was remembered in the sight of God, to give unto her the cup of the wine of the fierceness of his wrath.","At nakita kong lumabas sa bibig ng dragon at mula sa bibig ng halimaw at mula sa bibig ng bulaang propeta ang tatlong espiritung karumaldumal, na gaya ng mga palaka.","At ang dakilang bayan ay nahahati sa tatlong bahagi, at ang mga bayan ng mga bansa ay nawasak, at ang dakilang Babilonia ay naalala sa paningin ng Diyos upang ibigay sa kanya ang tasa ng alak ng kapungot ng kaniyang galit."
"but whoso shall cause one of these little ones that believe on me to stumble, it is profitable for him that a great millstone should be hanged about his neck, and that he should be sunk in the depth of the sea.","“Ngunit sinumang maglagay ng batong katitisuran sa isa sa maliliit na ito na sumasampalataya sa akin, ay mas mabuti pa sa kanya na bitinan ang kanyang leeg ng isang malaking batong gilingan, at siya'y malunod sa kalaliman ng dagat.","Ngunit kung sino ang magpapahinga sa isa sa mga maliliit na ito na sumasampalataya sa akin, mas mabuti sa kanya na ang isang malaking bato ng gilingan ay maibit sa kanyang leeg at siya'y mailamig sa lalim ng dagat."
"But a certain one of them that stood by drew his sword, and smote the servant of the high priest, and struck off his ear.","Ngunit ang isa sa nakatayo roon ay bumunot ng kanyang tabak, tinaga ang alipin ng pinakapunong pari, at tinigpas ang kanyang tainga.",Ngunit may isang tao sa mga nakatayo sa tabi ng bahay na iyon na kinuha ang kanyang tabak at tinampakan ang alipin ng mataas na pari at pinutol ang kanyang tainga.
"But this he said, signifying by what manner of death he should die.","Ito'y sinabi niya, upang ipahiwatig kung sa anong uri ng kamatayan ang ikamamatay niya.",Ngunit sinabi niya ito upang ipakilala kung anong uri ng kamatayan ang kanyang papatayin.
"And they went away, and found a colt tied at the door without in the open street; and they loose him.",Umalis sila at kanilang natagpuan ang batang asno na nakatali sa pintuan sa labas ng lansangan. At kinalagan nila ito.,"Kaya't sila'y umalis, at nakita nila ang isang asno na nakabit sa pintuan sa labas, sa isang bukas na lansangan; at inilabas nila ito."
"for he beholdeth himself, and goeth away, and straightway forgetteth what manner of man he was.","sapagkat minamasdan niya ang kanyang sarili at umaalis, at agad niyang nalilimutan kung ano ang kanyang katulad.","Sapagka't siya'y tumingin sa kaniyang sarili, at umalis, at agad siyang nakalimutan kung anong uri ng tao siya."
"Faithful is the saying, and concerning these things I desire that thou affirm confidently, to the end that they who have believed God may be careful to maintain good works. These things are good and profitable unto men:","Tapat ang salita, at nais kong igiit mo ang mga bagay na ito upang ang mga nananampalataya sa Diyos ay maging maingat na ilaan ang kanilang sarili sa mabubuting gawa. Ang mga bagay na ito ay pawang mabubuti at kapaki-pakinabang sa mga tao.","Ang salita ay tapat, at tungkol sa mga bagay na ito, nais kong patunay mo nang matatag, upang ang mga naniniwala sa Diyos ay mag-ingat sa pagsisikap sa mga mabuting gawa. Ang mga bagay na ito ay mabuti at kapaki-pakinabang sa mga tao."
"And I will build again the tabernacle of David, which is fallen;",at ito'y aking itatayo:,At titayoin ko muli ang tinumba ng tabernakulo ni David;
"but if a man suffer as a Christian, let him not be ashamed; but let him glorify God in this name.","Ngunit kung ang isang tao ay nagdurusa bilang Cristiano, huwag niyang ikahiya ito, kundi luwalhatiin niya ang Diyos sa pangalang ito.","Ngunit kung ang isang tao ay nagdurusa dahil siya'y isang Kristiyano, huwag siyang mahiya, kundi ipagpalagay niya ang Diyos sa pangalan na ito."
"But though he had done so many signs before them, yet they believed not on him:",upang matupad ang sinabi ni propeta Isaias:,"Bagaman siya'y gumawa ng maraming mga tanda sa kanilang mga mata, hindi nila siya pinaniniwalaan."
And they tarried no little time with the disciples.,Nanatili sila roon na kasama ang mga alagad nang mahaba-habang panahon.,At sila'y nagpahinga ng ilang oras sa mga alagad.
"And when he learned it of the centurion, he granted the corpse to Joseph.","Nang malaman niya sa senturion, ipinagkaloob niya ang bangkay kay Jose.","Nang malaman niya ito mula sa kapitan, ibinigay niya ang bangkay kay Jose."
"Howbeit, after I am raised up, I will go before you into Galilee.","Ngunit matapos akong maibangon, mauuna ako sa inyo sa Galilea.”","Subalit kung ako'y muling mabuhay, pupunta ako sa inyong una sa Galilea."
And the hand of the Lord was with them: and a great number that believed turned unto the Lord.,Sumasakanila ang kamay ng Panginoon at ang napakalaking bilang na sumampalataya ay nagbalik-loob sa Panginoon.,"At ang kamay ng Panginoon ay kasama nila, at maraming mga mananampalataya ang lumipat sa Panginoon."
"with whom the kings of the earth committed fornication, and they that dwell in the earth were made drunken with the wine of her fornication.","na sa kanya'y nakiapid ang mga hari sa lupa, at ang mga naninirahan sa lupa ay nalasing sa alak ng kanyang pakikiapid.","kasama niya ang mga hari ng lupa, at ang mga naninirahan sa lupa ay pinahubog sa alak ng kaniyang pagkalibog."
"Go thou unto this people, and say,","tunay na inyong mapapakinggan, ngunit hindi kailanman mauunawaan,","Pumunta ka sa bayan na ito at sabihin,"
"And he, fastening his eyes upon him, and being affrighted, said, What is it, Lord? And he said unto him, Thy prayers and thine alms are gone up for a memorial before God.","Siya'y tumitig sa kanya na may pagkatakot, at nagsabi, “Ano iyon, Panginoon?” Sinabi sa kanya, “Ang mga panalangin mo at ang iyong mga limos ay umakyat bilang alaala sa harapan ng Diyos.","At siya'y tumingin sa kanya, at natatakot, at sinabi, Ano ito, Panginoong? At sinabi sa kanya, Ang iyong mga panalangin at iyong mga kaloob ay tumataas bilang panalala sa harap ng Diyos."
Now there was there on the mountain side a great herd of swine feeding.,Noon ay may isang malaking kawan ng mga baboy na nanginginain sa libis ng bundok.,Sa tabi ng bundok ay may malaking kawan ng mga baboy na kumakain.
"and the rain descended, and the floods came, and the winds blew, and smote upon that house; and it fell: and great was the fall thereof.","Bumagsak ang ulan, at dumating ang baha. Humihip ang mga hangin at hinampas ang bahay na iyon, at iyon ay bumagsak; napakalakas nga ng kanyang pagbagsak.”","at bumaba ang ulan, at dumating ang mga baha, at tumunog ang mga hangin, at sinaktan ang bahay na iyon; at ito'y natumba, at malaki ang pagkatumba nito."
"But not as the trespass, so also is the free gift. For if by the trespass of the one the many died, much more did the grace of God, and the gift by the grace of the one man, Jesus Christ, abound unto the many.","Subalit ang kaloob na walang bayad ay hindi gaya ng pagsuway. Sapagkat kung sa pamamagitan ng pagsuway ng isa ang marami ay namatay, lalo pang sumagana para sa marami ang biyaya ng Diyos, at ang kaloob dahil sa biyaya ng isang tao, na si Jesu-Cristo.","Ngunit hindi tulad ng pagkakasala, gayon din ang kaloob. Sapagka't kung dahil sa pagkakasala ng isang tao ang marami ay namatay, higit pa ang biyaya ng Diyos, at ang kaloob sa pamamagitan ng biyaya ng isang tao, si Jesu-Cristo, ay napakarami sa maraming tao."
"And the first came before him, saying, Lord, thy pound hath made ten pounds more.","Dumating ang una, na nagsasabi, ‘Panginoon, tumubo ang iyong mina ng sampung mina pa.’","Ang una ay dumating sa kanya at nagsabi, 'Panginoon, ang iyong mina ay gumawa ng sampung libra pa.'"
"And they said unto him, Grant unto us that we may sit, one on thy right hand, and one on thy left hand, in thy glory.","Sinabi nila sa kanya, “Ipagkaloob mo sa amin na makaupo kami, ang isa'y sa iyong kanan, at ang isa'y sa kaliwa, sa iyong kaluwalhatian.”","Sinabi nila sa kanya, ""Ibigay mo sa amin na umupo, ang isa sa iyong kanan at ang isa sa iyong kaliwa, sa iyong kaluwalhatian""."
For God sent not the Son into the world to judge the world; but that the world should be saved through him.,"Sapagkat hindi sinugo ng Diyos ang Anak sa sanlibutan upang hatulan ang sanlibutan, kundi upang ang sanlibutan ay maligtas sa pamamagitan niya.","Sapagka't hindi ipinadala ng Diyos ang kanyang Anak sa sanlibutan upang husgahan ang sanlibutan, kundi upang ang sanlibutan ay maliligtas sa pamamagitan niya."
"But flee youthful lusts, and follow after righteousness, faith, love, peace, with them that call on the Lord out of a pure heart.","Ngunit ang matibay na saligan ng Diyos ay nananatiling matatag na may tatak na ganito: “Kilala ng Panginoon ang mga kanya,” at, “Lumayo sa kalikuan ang bawat tumatawag sa pangalan ng Panginoon.”","Ngunit tumakas kayo sa mga pagnanais ng kabataan, at sumunod kayo sa katuwiran, pananampalataya, pag-ibig, kapayapaan, kasama ng mga sumamba sa Panginoon mula sa malinis na puso."
"And as they were coming down from the mountain, Jesus commanded them, saying, Tell the vision to no man, until the Son of man be risen from the dead.","Nang pababa na sila sa bundok, iniutos ni Jesus sa kanila na nagsasabi, “Huwag ninyong sasabihin kanino man ang pangitain, hanggang ang Anak ng Tao ay muling buhayin mula sa mga patay.”","Habang sila'y bumababa mula sa bundok, iniutos sila ni Jesus, na sinasabi, ""Huwag kayong sabihin sa sinuman ang pangitain hanggang sa ang Anak ng Tao ay muling buhay mula sa mga patay""."
Grace to you and peace from God our Father and the Lord Jesus Christ.,Sumainyo nawa ang biyaya at kapayapaang mula sa Diyos na ating Ama at sa Panginoong Jesu-Cristo.,Magkakaroon kayo ng biyaya at kapayapaan mula sa Diyos na ating Ama at mula sa Panginoon na si Jesu-Cristo.
And upon a colt the foal of an ass.,at sa isang batang asno na anak ng babaing asno.”,At sa isang asno ay nakasakay ang anak ng asno.
"and I persecuted this Way unto the death, binding and delivering into prisons both men and women.","Aking pinag-usig ang Daang ito hanggang sa kamatayan, na ginagapos at ipinapasok sa mga bilangguan ang mga lalaki at ang mga babae,","At sinasaktan ko ang Daang Ito hanggang sa kamatayan, binitay at inilagay sa bilangguan ang mga lalaki at mga babae."
"The woman saith unto him, Sir, give me this water, that I thirst not, neither come all the way hither to draw.","Sinabi sa kanya ng babae, “Ginoo, bigyan mo ako ng tubig na ito upang ako'y hindi na mauhaw o pumarito pa upang umigib.”","Sinabi sa kanya ng babae, ""Panginoon, ibigay mo sa akin ang tubig na ito, upang hindi ako magugutom, ni pumunta dito upang dalhin ang tubig""."
"This charge I commit unto thee, my child Timothy, according to the prophecies which led the way to thee, that by them thou mayest war the good warfare;","Ang biling ito ay ipinagkakatiwala ko sa iyo, Timoteo na aking anak, ayon sa mga propesiya na ginawa noong una tungkol sa iyo, upang sa pamamagitan ng mga ito ay makipaglaban ka ng mabuting pakikipaglaban,","Ang utos na ito ay ibinibigay ko sa iyo, anak ko na si Timoteo, ayon sa mga hula na nagdulot sa iyo, upang sa pamamagitan ng mga ito ikaw ay makikipaglaban sa mabuting digmaan;"
"And the winepress was trodden without the city, and there came out blood from the winepress, even unto the bridles of the horses, as far as a thousand and six hundred furlongs.","At pinisa ang ubas sa pisaan sa labas ng lunsod, at lumabas sa pisaan ng ubas ang dugo, na umabot hanggang sa mga renda ng mga kabayo, sa layong halos dalawandaang milya.","At ang supot ng alak ay inihahandog sa labas ng bayan, at lumabas ang dugo mula sa supot ng alak, hanggang sa mga bridles ng mga kabayo, hanggang sa isang libong at anim na daan na milya."
"It is as when a man, sojourning in another country, having left his house, and given authority to his servants, to each one his work, commanded also the porter to watch.","Tulad ng isang tao na umalis upang maglakbay. Sa pag-alis niya sa kanyang bahay, at pagkabigay ng tagubilin sa kanyang mga alipin, sa bawat isa ang kanyang gawain, ay inutusan ang tanod sa pinto na magbantay.","Ito'y gaya ng isang tao, na dumalo sa ibang bansa, na binayaan ang kanyang bahay at binigyan ng kapangyarihan ang kanyang mga alipin, bawat isa ang kanyang gawain, at iniutos din sa pintuan na magbantay."
"And for this cause the Jews persecuted Jesus, because he did these things on the sabbath.",Dahil dito'y inusig ng mga Judio si Jesus sapagkat ginagawa niya ang mga bagay na ito sa araw ng Sabbath.,"Dahil dito, iniusig ng mga Judio si Jesus, sapagkat ginawa niya ang mga bagay na ito sa araw ng Sabbath."
"Now even the first covenant had ordinances of divine service, and its sanctuary, a sanctuary of this world.","Ngayon, maging ang unang tipan ay nagkaroon ng mga alituntunin sa pagsamba at ng isang panlupang santuwaryo.","Ang unang tipan ay may mga patakaran para sa paglilingkod sa Diyos, at ang santuaryong ito ay isang santuaryong mundong ito."
"and Adam was not beguiled, but the woman being beguiled hath fallen into transgression:","at si Adan ay hindi nadaya, kundi ang babae nang madaya ay nahulog sa pagkakasala.","At si Adan ay hindi sinisiyasat, kundi ang babae na sinisiyasat ay nagkamali."
"for of a truth in this city against thy holy Servant Jesus, whom thou didst anoint, both Herod and Pontius Pilate, with the Gentiles and the peoples of Israel, were gathered together,","at ang mga pinuno ay nagtipon,","Sapagka't totoo na sa lunsod na ito, laban sa iyong banal na lingkod na si Jesus, na iyong pinahiran, nagtipon si Herodes at si Poncio Pilato, kasama ang mga Gentil at ang mga bayan ng Israel,"
"His disciples say, Lo, now speakest thou plainly, and speakest no dark saying.","Sinasabi ng kanyang mga alagad, “Oo nga, ngayo'y nagsasalita kang malinaw, at hindi patalinghaga.","Sinabi ng kanyang mga alagad, ""Tingnan mo, ngayon ay malinaw ka na nagsasalita, at hindi ka nagsasalita ng madilim na salita."
His generation who shall declare?,Sino ang makapaglalarawan sa kanyang lahi?,Sino ang magpapahayag ng kanyang henerasyon?
36,(Pupunta sa bukid ang dalawang lalaki; ang isa'y kukunin at ang isa'y iiwan.),36
"And they blindfolded him, and asked him, saying, Prophesy: who is he that struck thee?",Nilibak at hinampas si Jesus ng mga lalaking nagbabantay sa kanya.,"At sila'y nagpahinga sa kanyang mga mata, at nagtanong sa kanya, ""Pahayag mo, sino ang tumatakbo sa iyo?"""
"Philip answered him, Two hundred shillings’ worth of bread is not sufficient for them, that every one may take a little.","Sumagot sa kanya si Felipe, “Hindi magkakasiya sa kanila ang dalawang daang denariong tinapay, upang makakain ng kaunti ang bawat isa.”","Si Felipe ay sumagot sa kanya, Ang tinapay ng dalawang daang denario ay hindi sapat para sa kanila, upang ang bawat isa ay kumuha ng kaunting."
And I gave her time that she should repent; and she willeth not to repent of her fornication.,Gayunma'y ang nasa inyo'y panghawakan ninyong matibay hanggang sa ako'y dumating.,"Kaya't binigyan ko siya ng panahon upang magsisisi, ngunit ayaw niyang magsisisi mula sa kaniyang pagkalibing."
and to esteem them exceeding highly in love for their work’s sake. Be at peace among yourselves.,at lubos ninyo silang igalang na may pag-ibig dahil sa kanilang gawain. Magkaroon kayo ng kapayapaan sa isa't isa.,at paggalangin ninyo sila nang labis sa pag-ibig dahil sa kanilang gawain. Maging may kapayapaan kayo sa bawat isa.
He that is faithful in a very little is faithful also in much: and he that is unrighteous in a very little is unrighteous also in much.,“Ang tapat sa kakaunti ay tapat din naman sa marami at ang di-tapat sa kakaunti ay di rin naman tapat sa marami.,"Ang tapat sa maliit na bagay ay tapat din sa marami, at ang hindi matuwid sa maliit na bagay ay hindi matuwid din sa marami."
"and asked of him letters to Damascus unto the synagogues, that if he found any that were of the Way, whether men or women, he might bring them bound to Jerusalem.","Humingi siya sa pinakapunong pari ng mga sulat para sa mga sinagoga sa Damasco upang kung siya'y makatagpo ng sinumang kabilang sa Daan, mga lalaki o mga babae, ay dadalhin niya silang nakagapos sa Jerusalem.","at humingi siya ng mga sulat sa Damasco sa mga sinagoga, upang kung siya'y mahanap ng mga taong sumusunod sa Lalanang ito, mga lalaki o mga babae, ay ilagay niya sila na binuti sa Jerusalem."
In the resurrection therefore whose wife shall she be of the seven? for they all had her.,"Kaya sa muling pagkabuhay, alin sa pito ang magiging asawa ng babae? Yamang siya'y napangasawa nilang lahat.”","Kung gayon, sa pagkabuhay-muli ng mga tao, sino sa pitong iyon ang magiging asawa niya? Sapagka't ang lahat ay may asawa niya."
"For not he that commendeth himself is approved, but whom the Lord commendeth.","Sapagkat hindi ang pumupuri sa kanyang sarili ang tinatanggap, kundi siya na pinupuri ng Panginoon.","Sapagka't hindi ang nagpapahayag sa kanyang sarili ang kinikilala, kundi ang kinikilala ng Panginoon."
For Moses writeth that the man that doeth the righteousness which is of the law shall live thereby.,"Sapagkat sumusulat si Moises tungkol sa pagiging matuwid na batay sa kautusan, na “ang taong gumagawa ng mga bagay na ito ay mabubuhay sa mga ito.”",Sapagka't isinulat ni Moises na ang taong gumagawa ng katuwiran na mula sa kautusan ay mabubuhay sa pamamagitan nito.
"Herein is love made perfect with us, that we may have boldness in the day of judgment; because as he is, even so are we in this world.","Dito'y naging ganap ang pag-ibig sa atin upang tayo'y magkaroon ng lubos na pagtitiwala sa araw ng paghuhukom; sapagkat kung ano siya, ay gayundin naman tayo sa sanlibutang ito.","Sa ganitong paraan ay napapahusay ang pag-ibig sa atin, upang magkaroon tayo ng lakas ng loob sa Araw ng Paghuhukom, sapagkat gaya niya, gayon din tayo sa sanlibutan."
"And he said unto them that stood by, Take away from him the pound, and give it unto him that hath the ten pounds.","At sinabi niya sa mga nakatayo, ‘Kunin ninyo sa kanya ang mina, at ibigay ninyo sa may sampung mina.’","Sinabi niya sa mga nakatayo, ""Kahit ninyo sa kanya ang pondo at ibigay ninyo sa taong may sampung pondo""."
"I have yet many things to say unto you, but ye cannot bear them now.","Mayroon pa akong maraming bagay na sasabihin sa inyo, ngunit hindi ninyo kayang dalhin sa ngayon.","Marami pa akong sasabihin sa inyo, ngunit hindi ninyo kayang tanggapin ngayon."
